image_name,x,y,w,h,category_id,dl_name,dl_name_en,dl_material,dl_material_en,class,image_width,image_height,label 
K-001900-016548-018110-031705_0_2_0_2_75_000_200.png,588,172,236,226,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-018110-031705_0_2_0_2_70_000_200.png,613,218,298,288,18109,란스톤엘에프디티정 30mg,Lanston LFDT Tab. 30mg,란소프라졸,Lansoprazole,K-018110,976,1280,6
K-001900-016548-018110-031705_0_2_0_2_75_000_200.png,47,755,308,301,18109,란스톤엘에프디티정 30mg,Lanston LFDT Tab. 30mg,란소프라졸,Lansoprazole,K-018110,976,1280,6
K-001900-016548-018110-031705_0_2_0_2_70_000_200.png,133,128,246,425,31704,낙소졸정 500/20mg,Naxozole Tab. 500/20mg,나프록센|에스오메프라졸스트론튬사수화물,Naproxen| S-omeprazole Strontium Tetrahydrate,K-031705,976,1280,3
K-001900-016548-018110-031705_0_2_0_2_75_000_200.png,599,697,250,454,31704,낙소졸정 500/20mg,Naxozole Tab. 500/20mg,나프록센|에스오메프라졸스트론튬사수화물,Naproxen| S-omeprazole Strontium Tetrahydrate,K-031705,976,1280,3
K-001900-016548-018110-033009_0_2_0_2_70_000_200.png,643,854,207,173,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-018110-033009_0_2_0_2_75_000_200.png,134,244,191,164,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-018110-033009_0_2_0_2_70_000_200.png,128,894,248,237,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-018110-033009_0_2_0_2_75_000_200.png,582,133,232,229,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-018110-033009_0_2_0_2_70_000_200.png,611,222,300,286,18109,란스톤엘에프디티정 30mg,Lanston LFDT Tab. 30mg,란소프라졸,Lansoprazole,K-018110,976,1280,6
K-001900-016548-018110-033009_0_2_0_2_75_000_200.png,37,752,313,300,18109,란스톤엘에프디티정 30mg,Lanston LFDT Tab. 30mg,란소프라졸,Lansoprazole,K-018110,976,1280,6
K-001900-016548-018110-033009_0_2_0_2_70_000_200.png,86,257,369,209,33008,신바로정,Shinbaro Tab.,자오가·우슬·방풍·두충·구척·흑두건조엑스,Acanthopanax·Achyranthes·Ledebouriella etc Dried ext.,K-033009,976,1280,4
K-001900-016548-018110-033009_0_2_0_2_75_000_200.png,521,791,380,211,33008,신바로정,Shinbaro Tab.,자오가·우슬·방풍·두충·구척·흑두건조엑스,Acanthopanax·Achyranthes·Ledebouriella etc Dried ext.,K-033009,976,1280,4
K-001900-016548-019607-021026_0_2_0_2_75_000_200.png,587,829,204,162,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-021026_0_2_0_2_90_000_200.png,613,861,204,157,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-021026_0_2_0_2_75_000_200.png,596,136,229,236,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-021026_0_2_0_2_90_000_200.png,622,143,235,224,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-021026_0_2_0_2_75_000_200.png,135,212,155,152,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-021026_0_2_0_2_90_000_200.png,151,219,157,153,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-021026_0_2_0_2_75_000_200.png,91,832,183,179,21025,펠루비정(펠루비프로펜),Pelubi Tab.,펠루비프로펜,Pelubiprofen,K-021026,976,1280,7
K-001900-016548-019607-021026_0_2_0_2_90_000_200.png,125,865,181,177,21025,펠루비정(펠루비프로펜),Pelubi Tab.,펠루비프로펜,Pelubiprofen,K-021026,976,1280,7
K-001900-016548-019607-027926_0_2_0_2_70_000_200.png,637,895,206,131,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-027926_0_2_0_2_75_000_200.png,143,241,199,128,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-027926_0_2_0_2_90_000_200.png,159,250,201,127,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-027926_0_2_0_2_70_000_200.png,129,864,231,239,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-027926_0_2_0_2_75_000_200.png,596,161,230,223,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-027926_0_2_0_2_90_000_200.png,622,166,235,224,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-027926_0_2_0_2_70_000_200.png,688,299,158,149,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-027926_0_2_0_2_75_000_200.png,110,828,162,158,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-027926_0_2_0_2_90_000_200.png,142,863,159,154,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-027926_0_2_0_2_70_000_200.png,145,144,259,454,27925,울트라셋이알서방정,Ultracet ER Tab.,아세트아미노펜|트라마돌염산염,Acetaminophen| Tramadol Hydrochloride,K-027926,976,1280,8
K-001900-016548-019607-027926_0_2_0_2_75_000_200.png,571,630,259,489,27925,울트라셋이알서방정,Ultracet ER Tab.,아세트아미노펜|트라마돌염산염,Acetaminophen| Tramadol Hydrochloride,K-027926,976,1280,8
K-001900-016548-019607-027926_0_2_0_2_90_000_200.png,600,673,252,487,27925,울트라셋이알서방정,Ultracet ER Tab.,아세트아미노펜|트라마돌염산염,Acetaminophen| Tramadol Hydrochloride,K-027926,976,1280,8
K-001900-016548-019607-029345_0_2_0_2_70_000_200.png,692,808,124,202,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-029345_0_2_0_2_75_000_200.png,160,258,127,200,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-029345_0_2_0_2_90_000_200.png,178,269,130,200,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-029345_0_2_0_2_70_000_200.png,105,820,232,238,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-029345_0_2_0_2_75_000_200.png,619,202,229,225,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-029345_0_2_0_2_90_000_200.png,646,211,240,228,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-029345_0_2_0_2_70_000_200.png,667,252,157,153,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-029345_0_2_0_2_75_000_200.png,132,886,160,158,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-029345_0_2_0_2_90_000_200.png,164,918,161,155,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-029345_0_2_0_2_70_000_200.png,132,177,280,384,29344,비모보정 500/20mg,Vimovo Tab. 500/20mg,나프록센|에스오메프라졸마그네슘삼수화물,Esomeprazole Magnesium Trihydrate| Naproxen,K-029345,976,1280,9
K-001900-016548-019607-029345_0_2_0_2_75_000_200.png,551,682,324,427,29344,비모보정 500/20mg,Vimovo Tab. 500/20mg,나프록센|에스오메프라졸마그네슘삼수화물,Esomeprazole Magnesium Trihydrate| Naproxen,K-029345,976,1280,9
K-001900-016548-019607-029345_0_2_0_2_90_000_200.png,575,718,326,421,29344,비모보정 500/20mg,Vimovo Tab. 500/20mg,나프록센|에스오메프라졸마그네슘삼수화물,Esomeprazole Magnesium Trihydrate| Naproxen,K-029345,976,1280,9
K-001900-016548-019607-029451_0_2_0_2_70_000_200.png,644,845,189,190,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-029451_0_2_0_2_75_000_200.png,148,241,181,181,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-029451_0_2_0_2_90_000_200.png,167,248,184,182,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-029451_0_2_0_2_70_000_200.png,144,799,239,239,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-029451_0_2_0_2_75_000_200.png,578,222,233,226,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-029451_0_2_0_2_90_000_200.png,604,232,239,227,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-029451_0_2_0_2_70_000_200.png,657,287,155,150,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-029451_0_2_0_2_75_000_200.png,142,848,163,158,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-029451_0_2_0_2_90_000_200.png,177,880,158,155,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-029451_0_2_0_2_70_000_200.png,108,218,392,264,29450,레일라정,LAYLA TAB.,당귀·모과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스,Angelica·Chaenomeles·Ledebouriella·Dipsacus etc Soft Ext.,K-029451,976,1280,10
K-001900-016548-019607-029451_0_2_0_2_75_000_200.png,471,779,407,272,29450,레일라정,LAYLA TAB.,당귀·모과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스,Angelica·Chaenomeles·Ledebouriella·Dipsacus etc Soft Ext.,K-029451,976,1280,10
K-001900-016548-019607-029451_0_2_0_2_90_000_200.png,505,816,397,269,29450,레일라정,LAYLA TAB.,당귀·모과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스,Angelica·Chaenomeles·Ledebouriella·Dipsacus etc Soft Ext.,K-029451,976,1280,10
K-001900-016548-019607-031705_0_2_0_2_70_000_200.png,645,830,170,200,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-031705_0_2_0_2_75_000_200.png,168,245,157,191,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-031705_0_2_0_2_90_000_200.png,184,254,164,190,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-031705_0_2_0_2_70_000_200.png,118,804,242,237,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-031705_0_2_0_2_75_000_200.png,600,222,230,223,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-031705_0_2_0_2_90_000_200.png,627,231,238,224,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-031705_0_2_0_2_70_000_200.png,662,274,147,146,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-031705_0_2_0_2_75_000_200.png,142,863,160,158,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-031705_0_2_0_2_90_000_200.png,175,895,159,152,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-031705_0_2_0_2_70_000_200.png,135,129,241,424,31704,낙소졸정 500/20mg,Naxozole Tab. 500/20mg,나프록센|에스오메프라졸스트론튬사수화물,Naproxen| S-omeprazole Strontium Tetrahydrate,K-031705,976,1280,3
K-001900-016548-019607-031705_0_2_0_2_75_000_200.png,598,698,250,455,31704,낙소졸정 500/20mg,Naxozole Tab. 500/20mg,나프록센|에스오메프라졸스트론튬사수화물,Naproxen| S-omeprazole Strontium Tetrahydrate,K-031705,976,1280,3
K-001900-016548-019607-031705_0_2_0_2_90_000_200.png,622,732,250,452,31704,낙소졸정 500/20mg,Naxozole Tab. 500/20mg,나프록센|에스오메프라졸스트론튬사수화물,Naproxen| S-omeprazole Strontium Tetrahydrate,K-031705,976,1280,3
K-001900-016548-019607-033009_0_2_0_2_70_000_200.png,642,856,208,167,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-033009_0_2_0_2_75_000_200.png,133,245,192,156,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-033009_0_2_0_2_90_000_200.png,151,255,199,157,1899,보령부스파정 5mg,Buspar Tab. 5mg Boryung,부스피론염산염,Buspirone Hydrochloride,K-001900,976,1280,1
K-001900-016548-019607-033009_0_2_0_2_70_000_200.png,88,849,272,260,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-033009_0_2_0_2_75_000_200.png,620,159,231,226,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-033009_0_2_0_2_90_000_200.png,646,166,245,227,16547,가바토파정 100mg,Gabatopa Tab. 100mg,토피라메이트,Topiramate,K-016548,976,1280,5
K-001900-016548-019607-033009_0_2_0_2_70_000_200.png,644,317,181,167,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-033009_0_2_0_2_75_000_200.png,140,787,160,157,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-033009_0_2_0_2_90_000_200.png,171,821,159,155,19606,스토가정 10mg,Stogar Tab. 10mg,라푸티딘,Lafutidine,K-019607,976,1280,11
K-001900-016548-019607-033009_0_2_0_2_70_000_200.png,88,255,366,209,33008,신바로정,Shinbaro Tab.,자오가·우슬·방풍·두충·구척·흑두건조엑스,Acanthopanax·Achyranthes·Ledebouriella etc Dried ext.,K-033009,976,1280,4
